lr,loss_train,epoch,step,loss_val_nll,loss_val_mse
3.9999998989515007e-05,30.752626419067383,0,87,,
3.9999998989515007e-05,26.656517028808594,0,88,,
3.9999998989515007e-05,26.32244873046875,0,89,,
3.9999998989515007e-05,26.88252067565918,0,90,,
3.9999998989515007e-05,35.243404388427734,0,91,,
3.9999998989515007e-05,30.77679443359375,0,92,,
3.9999998989515007e-05,31.383251190185547,0,93,,
3.9999998989515007e-05,31.2525691986084,0,94,,
3.9999998989515007e-05,35.921321868896484,0,95,,
3.9999998989515007e-05,30.27536964416504,0,96,,
3.9999998989515007e-05,29.544227600097656,0,97,,
3.9999998989515007e-05,27.496389389038086,0,98,,
3.9999998989515007e-05,27.612533569335938,0,99,,
3.9999998989515007e-05,28.267013549804688,0,100,,
3.9999998989515007e-05,28.360008239746094,0,101,,
3.9999998989515007e-05,31.42484474182129,0,102,,
3.9999998989515007e-05,33.39541244506836,0,103,,
3.9999998989515007e-05,28.87165069580078,0,104,,
3.9999998989515007e-05,26.1418399810791,0,105,,
3.9999998989515007e-05,28.771284103393555,0,106,,
3.9999998989515007e-05,25.97112274169922,0,107,,
3.9999998989515007e-05,29.680490493774414,0,108,,
3.9999998989515007e-05,27.156890869140625,0,109,,
3.9999998989515007e-05,25.844669342041016,0,110,,
3.9999998989515007e-05,29.27532958984375,0,111,,
3.9999998989515007e-05,30.18338394165039,0,112,,
3.9999998989515007e-05,31.15256690979004,0,113,,
3.9999998989515007e-05,30.65976333618164,0,114,,
3.9999998989515007e-05,25.533647537231445,0,115,,
3.9999998989515007e-05,28.112279891967773,0,116,,
3.9999998989515007e-05,28.236284255981445,0,117,,
3.9999998989515007e-05,29.791479110717773,0,118,,
3.9999998989515007e-05,28.2613525390625,0,119,,
3.9999998989515007e-05,32.977386474609375,0,120,,
3.9999998989515007e-05,30.249977111816406,0,121,,
3.9999998989515007e-05,29.507001876831055,0,122,,
3.9999998989515007e-05,29.63232421875,0,123,,
3.9999998989515007e-05,28.45333480834961,0,124,,
3.9999998989515007e-05,31.201122283935547,0,125,,
3.9999998989515007e-05,27.720252990722656,0,126,,
3.9999998989515007e-05,30.521093368530273,0,127,,
3.9999998989515007e-05,25.49248504638672,0,128,,
3.9999998989515007e-05,30.44642448425293,0,129,,
3.9999998989515007e-05,32.9300537109375,0,130,,
3.9999998989515007e-05,29.96196937561035,0,131,,
3.9999998989515007e-05,29.06477165222168,0,132,,
3.9999998989515007e-05,28.760189056396484,0,133,,
3.9999998989515007e-05,26.50798988342285,0,134,,
3.9999998989515007e-05,28.612518310546875,0,135,,
3.9999998989515007e-05,26.5432071685791,0,136,,
3.9999998989515007e-05,23.95111083984375,0,137,,
3.9999998989515007e-05,29.1341552734375,0,138,,
3.9999998989515007e-05,29.44866943359375,0,139,,
3.9999998989515007e-05,32.721065521240234,0,140,,
3.9999998989515007e-05,29.04530143737793,0,141,,
3.9999998989515007e-05,27.676280975341797,0,142,,
3.9999998989515007e-05,28.670761108398438,0,143,,
3.9999998989515007e-05,27.005956649780273,0,144,,
3.9999998989515007e-05,26.429203033447266,0,145,,
3.9999998989515007e-05,28.850048065185547,0,146,,
3.9999998989515007e-05,28.044696807861328,0,147,,
3.9999998989515007e-05,26.268505096435547,0,148,,
3.9999998989515007e-05,31.36167335510254,0,149,,
3.9999998989515007e-05,30.2367000579834,0,150,,
3.9999998989515007e-05,25.885892868041992,0,151,,
3.9999998989515007e-05,27.196014404296875,0,152,,
3.9999998989515007e-05,27.765541076660156,0,153,,
3.9999998989515007e-05,27.50282096862793,0,154,,
3.9999998989515007e-05,27.611766815185547,0,155,,
3.9999998989515007e-05,30.62380027770996,0,156,,
3.9999998989515007e-05,27.83025360107422,0,157,,
3.9999998989515007e-05,29.748851776123047,0,158,,
3.9999998989515007e-05,28.689620971679688,0,159,,
3.9999998989515007e-05,30.236406326293945,0,160,,
3.9999998989515007e-05,25.76206398010254,0,161,,
3.9999998989515007e-05,25.10194206237793,0,162,,
3.9999998989515007e-05,30.57101821899414,0,163,,
3.9999998989515007e-05,30.446624755859375,0,164,,
3.9999998989515007e-05,31.425851821899414,0,165,,
3.9999998989515007e-05,26.69756507873535,0,166,,
3.9999998989515007e-05,30.09461784362793,0,167,,
3.9999998989515007e-05,25.528764724731445,0,168,,
3.9999998989515007e-05,30.037216186523438,0,169,,
3.9999998989515007e-05,29.454755783081055,0,170,,
3.9999998989515007e-05,26.494213104248047,0,171,,
3.9999998989515007e-05,30.546607971191406,0,172,,
3.9999998989515007e-05,31.16840934753418,0,173,,
3.9999998989515007e-05,28.31522560119629,0,174,,
3.9999998989515007e-05,29.19905662536621,0,175,,
3.9999998989515007e-05,27.223739624023438,0,176,,
3.9999998989515007e-05,36.16184616088867,0,177,,
3.9999998989515007e-05,29.82931137084961,0,178,,
3.9999998989515007e-05,31.173418045043945,0,179,,
3.9999998989515007e-05,29.17576789855957,0,180,,
3.9999998989515007e-05,24.698755264282227,0,181,,
3.9999998989515007e-05,29.084320068359375,0,182,,
3.9999998989515007e-05,24.940927505493164,0,183,,
3.9999998989515007e-05,26.412254333496094,0,184,,
3.9999998989515007e-05,31.62579917907715,0,185,,
3.9999998989515007e-05,30.578758239746094,0,186,,
3.9999998989515007e-05,30.826889038085938,0,187,,
3.9999998989515007e-05,28.48206901550293,0,188,,
3.9999998989515007e-05,26.75370979309082,0,189,,
3.9999998989515007e-05,27.297237396240234,0,190,,
3.9999998989515007e-05,26.77389144897461,0,191,,
3.9999998989515007e-05,29.17696762084961,0,192,,
3.9999998989515007e-05,29.199729919433594,0,193,,
3.9999998989515007e-05,29.802316665649414,0,194,,
3.9999998989515007e-05,26.063833236694336,0,195,,
3.9999998989515007e-05,26.224716186523438,0,196,,
3.9999998989515007e-05,27.696170806884766,0,197,,
3.9999998989515007e-05,27.91646385192871,0,198,,
3.9999998989515007e-05,29.20926284790039,0,199,,
3.9999998989515007e-05,29.633026123046875,0,200,,
3.9999998989515007e-05,28.495649337768555,0,201,,
3.9999998989515007e-05,29.36650276184082,0,202,,
3.9999998989515007e-05,28.8400821685791,0,203,,
3.9999998989515007e-05,26.985267639160156,0,204,,
3.9999998989515007e-05,29.410789489746094,0,205,,
3.9999998989515007e-05,27.35988426208496,0,206,,
3.9999998989515007e-05,30.043161392211914,0,207,,
3.9999998989515007e-05,30.850053787231445,0,208,,
3.9999998989515007e-05,25.716083526611328,0,209,,
3.9999998989515007e-05,24.527015686035156,0,210,,
3.9999998989515007e-05,32.267215728759766,0,211,,
3.9999998989515007e-05,31.51262664794922,0,212,,
3.9999998989515007e-05,28.0076904296875,0,213,,
3.9999998989515007e-05,28.371755599975586,0,214,,
3.9999998989515007e-05,29.992399215698242,0,215,,
3.9999998989515007e-05,29.66144371032715,0,216,,
3.9999998989515007e-05,28.70279312133789,0,217,,
3.9999998989515007e-05,29.13545799255371,0,218,,
3.9999998989515007e-05,25.63938331604004,0,219,,
3.9999998989515007e-05,25.97384262084961,0,220,,
3.9999998989515007e-05,29.342592239379883,0,221,,
3.9999998989515007e-05,30.16334342956543,0,222,,
3.9999998989515007e-05,34.22213363647461,0,223,,
3.9999998989515007e-05,30.41391944885254,0,224,,
3.9999998989515007e-05,27.120283126831055,0,225,,
3.9999998989515007e-05,27.935129165649414,0,226,,
3.9999998989515007e-05,30.958330154418945,0,227,,
3.9999998989515007e-05,30.85120964050293,0,228,,
3.9999998989515007e-05,30.150390625,0,229,,
3.9999998989515007e-05,29.606273651123047,0,230,,
3.9999998989515007e-05,32.39952850341797,0,231,,
3.9999998989515007e-05,25.899715423583984,0,232,,
3.9999998989515007e-05,28.91538429260254,0,233,,
3.9999998989515007e-05,31.026185989379883,0,234,,
3.9999998989515007e-05,26.269733428955078,0,235,,
3.9999998989515007e-05,29.569976806640625,0,236,,
3.9999998989515007e-05,27.27631950378418,0,237,,
3.9999998989515007e-05,28.076932907104492,0,238,,
3.9999998989515007e-05,27.17743682861328,0,239,,
3.9999998989515007e-05,29.595775604248047,0,240,,
3.9999998989515007e-05,27.30034637451172,0,241,,
3.9999998989515007e-05,28.31974220275879,0,242,,
3.9999998989515007e-05,28.93446922302246,0,243,,
3.9999998989515007e-05,26.514217376708984,0,244,,
3.9999998989515007e-05,26.344482421875,0,245,,
3.9999998989515007e-05,27.65272331237793,0,246,,
3.9999998989515007e-05,22.492488861083984,0,247,,
3.9999998989515007e-05,27.483856201171875,0,248,,
3.9999998989515007e-05,28.164491653442383,0,249,,
3.9999998989515007e-05,30.653270721435547,0,250,,
3.9999998989515007e-05,26.703426361083984,0,251,,
3.9999998989515007e-05,29.5377140045166,0,252,,
3.9999998989515007e-05,28.058612823486328,0,253,,
3.9999998989515007e-05,29.3764591217041,0,254,,
3.9999998989515007e-05,30.755977630615234,0,255,,
3.9999998989515007e-05,27.46816062927246,0,256,,
3.9999998989515007e-05,27.3268985748291,0,257,,
3.9999998989515007e-05,27.48157501220703,0,258,,
3.9999998989515007e-05,29.937572479248047,0,259,,
3.9999998989515007e-05,27.966108322143555,0,260,,
3.9999998989515007e-05,32.64681625366211,0,261,,
3.9999998989515007e-05,29.56629753112793,0,262,,
3.9999998989515007e-05,29.179969787597656,0,263,,
3.9999998989515007e-05,25.954071044921875,0,264,,
3.9999998989515007e-05,30.78937339782715,0,265,,
3.9999998989515007e-05,27.567678451538086,0,266,,
3.9999998989515007e-05,28.81779670715332,0,267,,
3.9999998989515007e-05,24.3398380279541,0,268,,
3.9999998989515007e-05,28.333202362060547,0,269,,
3.9999998989515007e-05,28.277400970458984,0,270,,
3.9999998989515007e-05,29.601139068603516,0,271,,
3.9999998989515007e-05,28.177318572998047,0,272,,
3.9999998989515007e-05,25.88113784790039,0,273,,
3.9999998989515007e-05,30.598295211791992,0,274,,
3.9999998989515007e-05,26.61552619934082,0,275,,
3.9999998989515007e-05,27.070722579956055,0,276,,
3.9999998989515007e-05,29.446020126342773,0,277,,
3.9999998989515007e-05,28.21525764465332,0,278,,
3.9999998989515007e-05,28.916629791259766,0,279,,
3.9999998989515007e-05,26.993331909179688,0,280,,
3.9999998989515007e-05,28.132835388183594,0,281,,
3.9999998989515007e-05,29.041915893554688,0,282,,
3.9999998989515007e-05,25.32761573791504,0,283,,
3.9999998989515007e-05,26.49845314025879,0,284,,
3.9999998989515007e-05,27.644086837768555,0,285,,
3.9999998989515007e-05,30.31702995300293,0,286,,
3.9999998989515007e-05,26.044164657592773,0,287,,
3.9999998989515007e-05,30.23402214050293,0,288,,
3.9999998989515007e-05,29.139476776123047,0,289,,
3.9999998989515007e-05,31.064769744873047,0,290,,
3.9999998989515007e-05,28.65846061706543,0,291,,
3.9999998989515007e-05,29.11016082763672,0,292,,
3.9999998989515007e-05,30.6303653717041,0,293,,
3.9999998989515007e-05,33.13449478149414,0,294,,
3.9999998989515007e-05,28.19522476196289,0,295,,
3.9999998989515007e-05,25.719682693481445,0,296,,
3.9999998989515007e-05,28.180908203125,0,297,,
3.9999998989515007e-05,28.90509796142578,0,298,,
3.9999998989515007e-05,29.978912353515625,0,299,,
3.9999998989515007e-05,29.339012145996094,0,300,,
3.9999998989515007e-05,29.09929656982422,0,301,,
3.9999998989515007e-05,27.964534759521484,0,302,,
3.9999998989515007e-05,32.519222259521484,0,303,,
3.9999998989515007e-05,27.14868927001953,0,304,,
3.9999998989515007e-05,26.808441162109375,0,305,,
3.9999998989515007e-05,27.06278419494629,0,306,,
3.9999998989515007e-05,27.36191749572754,0,307,,
3.9999998989515007e-05,26.647274017333984,0,308,,
3.9999998989515007e-05,28.938358306884766,0,309,,
3.9999998989515007e-05,24.970584869384766,0,310,,
3.9999998989515007e-05,31.51347541809082,0,311,,
3.9999998989515007e-05,34.75447082519531,0,312,,
3.9999998989515007e-05,27.51754379272461,0,313,,
3.9999998989515007e-05,28.454025268554688,0,314,,
3.9999998989515007e-05,29.623292922973633,0,315,,
3.9999998989515007e-05,24.189132690429688,0,316,,
3.9999998989515007e-05,26.370014190673828,0,317,,
3.9999998989515007e-05,29.056663513183594,0,318,,
3.9999998989515007e-05,33.45196533203125,0,319,,
3.9999998989515007e-05,29.53544807434082,0,320,,
3.9999998989515007e-05,28.47115707397461,0,321,,
3.9999998989515007e-05,29.62775230407715,0,322,,
3.9999998989515007e-05,28.124217987060547,0,323,,
3.9999998989515007e-05,26.058027267456055,0,324,,
3.9999998989515007e-05,31.038349151611328,0,325,,
3.9999998989515007e-05,27.869970321655273,0,326,,
3.9999998989515007e-05,28.079801559448242,0,327,,
3.9999998989515007e-05,28.33693504333496,0,328,,
3.9999998989515007e-05,31.30845069885254,0,329,,
3.9999998989515007e-05,30.982006072998047,0,330,,
3.9999998989515007e-05,29.20871925354004,0,331,,
3.9999998989515007e-05,27.0129337310791,0,332,,
3.9999998989515007e-05,29.672996520996094,0,333,,
3.9999998989515007e-05,27.348798751831055,0,334,,
3.9999998989515007e-05,29.029027938842773,0,335,,
3.9999998989515007e-05,26.854217529296875,0,336,,
3.9999998989515007e-05,29.697025299072266,0,337,,
3.9999998989515007e-05,30.156328201293945,0,338,,
3.9999998989515007e-05,30.361459732055664,0,339,,
3.9999998989515007e-05,29.660478591918945,0,340,,
3.9999998989515007e-05,26.401552200317383,0,341,,
3.9999998989515007e-05,28.77724266052246,0,342,,
3.9999998989515007e-05,29.71246337890625,0,343,,
3.9999998989515007e-05,28.47165870666504,0,344,,
3.9999998989515007e-05,26.72534942626953,0,345,,
3.9999998989515007e-05,31.649328231811523,0,346,,
3.9999998989515007e-05,23.645111083984375,0,347,,
3.9999998989515007e-05,28.11057472229004,0,348,,
3.9999998989515007e-05,28.743167877197266,0,349,,
3.9999998989515007e-05,28.361772537231445,0,350,,
3.9999998989515007e-05,28.39053726196289,0,351,,
3.9999998989515007e-05,31.689109802246094,0,352,,
3.9999998989515007e-05,28.27242088317871,0,353,,
3.9999998989515007e-05,27.76176643371582,0,354,,
3.9999998989515007e-05,27.003334045410156,0,355,,
3.9999998989515007e-05,27.561147689819336,0,356,,
3.9999998989515007e-05,28.498403549194336,0,357,,
3.9999998989515007e-05,27.212045669555664,0,358,,
3.9999998989515007e-05,28.44359588623047,0,359,,
3.9999998989515007e-05,29.52882194519043,0,360,,
3.9999998989515007e-05,28.81014060974121,0,361,,
3.9999998989515007e-05,27.77513885498047,0,362,,
3.9999998989515007e-05,30.85177230834961,0,363,,
3.9999998989515007e-05,26.63238525390625,0,364,,
3.9999998989515007e-05,33.12046813964844,0,365,,
3.9999998989515007e-05,29.6159725189209,0,366,,
3.9999998989515007e-05,30.42499351501465,0,367,,
3.9999998989515007e-05,27.85652732849121,0,368,,
3.9999998989515007e-05,25.89914894104004,0,369,,
3.9999998989515007e-05,29.338674545288086,0,370,,
3.9999998989515007e-05,29.64603614807129,0,371,,
3.9999998989515007e-05,28.101205825805664,0,372,,
3.9999998989515007e-05,27.851829528808594,0,373,,
3.9999998989515007e-05,29.577848434448242,0,374,,
3.9999998989515007e-05,28.40064239501953,0,375,,
3.9999998989515007e-05,26.50629425048828,0,376,,
3.9999998989515007e-05,28.58121109008789,0,377,,
3.9999998989515007e-05,31.85428237915039,0,378,,
3.9999998989515007e-05,31.813812255859375,0,379,,
3.9999998989515007e-05,32.45989227294922,0,380,,
3.9999998989515007e-05,32.26090621948242,0,381,,
3.9999998989515007e-05,27.44668960571289,0,382,,
3.9999998989515007e-05,30.305776596069336,0,383,,
3.9999998989515007e-05,27.57636833190918,0,384,,
3.9999998989515007e-05,25.30990219116211,0,385,,
3.9999998989515007e-05,27.01874542236328,0,386,,
3.9999998989515007e-05,31.72104263305664,0,387,,
3.9999998989515007e-05,28.181053161621094,0,388,,
3.9999998989515007e-05,25.852752685546875,0,389,,
3.9999998989515007e-05,29.371051788330078,0,390,,
3.9999998989515007e-05,28.271141052246094,0,391,,
3.9999998989515007e-05,30.705039978027344,0,392,,
3.9999998989515007e-05,21.918535232543945,0,393,,
3.9999998989515007e-05,31.131376266479492,0,394,,
3.9999998989515007e-05,29.698862075805664,0,395,,
3.9999998989515007e-05,28.4478702545166,0,396,,
3.9999998989515007e-05,30.98442268371582,0,397,,
3.9999998989515007e-05,29.736303329467773,0,398,,
3.9999998989515007e-05,26.88333511352539,0,399,,
3.9999998989515007e-05,30.881683349609375,0,400,,
3.9999998989515007e-05,27.127079010009766,0,401,,
3.9999998989515007e-05,28.818710327148438,0,402,,
3.9999998989515007e-05,25.307329177856445,0,403,,
3.9999998989515007e-05,27.81670379638672,0,404,,
3.9999998989515007e-05,28.21666145324707,0,405,,
3.9999998989515007e-05,31.749568939208984,0,406,,
3.9999998989515007e-05,30.699209213256836,0,407,,
3.9999998989515007e-05,30.9660587310791,0,408,,
3.9999998989515007e-05,28.233173370361328,0,409,,
3.9999998989515007e-05,28.055952072143555,0,410,,
3.9999998989515007e-05,27.090578079223633,0,411,,
3.9999998989515007e-05,27.284671783447266,0,412,,
3.9999998989515007e-05,26.987323760986328,0,413,,
3.9999998989515007e-05,31.131792068481445,0,414,,
3.9999998989515007e-05,29.24477767944336,0,415,,
3.9999998989515007e-05,26.16204071044922,0,416,,
3.9999998989515007e-05,28.337806701660156,0,417,,
3.9999998989515007e-05,29.002758026123047,0,418,,
3.9999998989515007e-05,29.51152801513672,0,419,,
3.9999998989515007e-05,29.141664505004883,0,420,,
3.9999998989515007e-05,27.589061737060547,0,421,,
3.9999998989515007e-05,28.937416076660156,0,422,,
3.9999998989515007e-05,28.99680519104004,0,423,,
3.9999998989515007e-05,29.67462158203125,0,424,,
3.9999998989515007e-05,32.542720794677734,0,425,,
3.9999998989515007e-05,27.47535514831543,0,426,,
3.9999998989515007e-05,27.46590805053711,0,427,,
3.9999998989515007e-05,30.33782958984375,0,428,,
3.9999998989515007e-05,31.173385620117188,0,429,,
3.9999998989515007e-05,27.36739730834961,0,430,,
3.9999998989515007e-05,27.66693878173828,0,431,,
3.9999998989515007e-05,26.059171676635742,0,432,,
3.9999998989515007e-05,28.992633819580078,0,433,,
3.9999998989515007e-05,27.39444923400879,0,434,,
3.9999998989515007e-05,27.86960792541504,0,435,,
3.9999998989515007e-05,25.030996322631836,0,436,,
3.9999998989515007e-05,27.787294387817383,0,437,,
3.9999998989515007e-05,27.28861427307129,0,438,,
3.9999998989515007e-05,26.878238677978516,0,439,,
3.9999998989515007e-05,28.06586456298828,0,440,,
3.9999998989515007e-05,30.62328338623047,0,441,,
3.9999998989515007e-05,27.61821174621582,0,442,,
3.9999998989515007e-05,28.737655639648438,0,443,,
3.9999998989515007e-05,29.500423431396484,0,444,,
3.9999998989515007e-05,28.897891998291016,0,445,,
3.9999998989515007e-05,29.733158111572266,0,446,,
3.9999998989515007e-05,28.461254119873047,0,447,,
3.9999998989515007e-05,32.43349075317383,0,448,,
3.9999998989515007e-05,28.250953674316406,0,449,,
3.9999998989515007e-05,28.70304298400879,0,450,,
3.9999998989515007e-05,27.636615753173828,0,451,,
3.9999998989515007e-05,27.093534469604492,0,452,,
3.9999998989515007e-05,28.05864906311035,0,453,,
3.9999998989515007e-05,27.904157638549805,0,454,,
3.9999998989515007e-05,28.65694808959961,0,455,,
3.9999998989515007e-05,24.46395492553711,0,456,,
3.9999998989515007e-05,30.94548797607422,0,457,,
3.9999998989515007e-05,32.54798889160156,0,458,,
3.9999998989515007e-05,24.340057373046875,0,459,,
3.9999998989515007e-05,31.218801498413086,0,460,,
3.9999998989515007e-05,27.440502166748047,0,461,,
3.9999998989515007e-05,29.272289276123047,0,462,,
3.9999998989515007e-05,25.5291690826416,0,463,,
3.9999998989515007e-05,27.125429153442383,0,464,,
3.9999998989515007e-05,25.719818115234375,0,465,,
3.9999998989515007e-05,26.95671272277832,0,466,,
3.9999998989515007e-05,28.863298416137695,0,467,,
3.9999998989515007e-05,33.39570617675781,0,468,,
3.9999998989515007e-05,30.40797233581543,0,469,,
3.9999998989515007e-05,28.258607864379883,0,470,,
3.9999998989515007e-05,28.17042350769043,0,471,,
3.9999998989515007e-05,30.005338668823242,0,472,,
3.9999998989515007e-05,28.89243507385254,0,473,,
3.9999998989515007e-05,24.03407096862793,0,474,,
3.9999998989515007e-05,29.51353645324707,0,475,,
3.9999998989515007e-05,30.17715835571289,0,476,,
3.9999998989515007e-05,25.712867736816406,0,477,,
3.9999998989515007e-05,29.777772903442383,0,478,,
3.9999998989515007e-05,27.95094108581543,0,479,,
3.9999998989515007e-05,29.282733917236328,0,480,,
3.9999998989515007e-05,29.42095184326172,0,481,,
3.9999998989515007e-05,29.661922454833984,0,482,,
3.9999998989515007e-05,28.930198669433594,0,483,,
3.9999998989515007e-05,28.962751388549805,0,484,,
3.9999998989515007e-05,30.474233627319336,0,485,,
3.9999998989515007e-05,29.817575454711914,0,486,,
3.9999998989515007e-05,28.166173934936523,0,487,,
3.9999998989515007e-05,25.70818328857422,0,488,,
3.9999998989515007e-05,27.410184860229492,0,489,,
3.9999998989515007e-05,27.151334762573242,0,490,,
3.9999998989515007e-05,29.86771011352539,0,491,,
3.9999998989515007e-05,29.804296493530273,0,492,,
3.9999998989515007e-05,30.162416458129883,0,493,,
3.9999998989515007e-05,29.168764114379883,0,494,,
3.9999998989515007e-05,22.78120994567871,0,495,,
3.9999998989515007e-05,28.64767074584961,0,496,,
3.9999998989515007e-05,27.179576873779297,0,497,,
3.9999998989515007e-05,30.50801658630371,0,498,,
3.9999998989515007e-05,27.69195556640625,0,499,,
3.9999998989515007e-05,29.45189666748047,0,500,,
3.9999998989515007e-05,28.681732177734375,0,501,,
3.9999998989515007e-05,27.11533546447754,0,502,,
3.9999998989515007e-05,32.32807922363281,0,503,,
3.9999998989515007e-05,23.986408233642578,0,504,,
3.9999998989515007e-05,32.83174133300781,0,505,,
3.9999998989515007e-05,30.908771514892578,0,506,,
3.9999998989515007e-05,29.601390838623047,0,507,,
3.9999998989515007e-05,25.8026065826416,0,508,,
3.9999998989515007e-05,29.14958381652832,0,509,,
3.9999998989515007e-05,28.681156158447266,0,510,,
3.9999998989515007e-05,30.952415466308594,0,511,,
3.9999998989515007e-05,29.87833023071289,0,512,,
3.9999998989515007e-05,28.85064125061035,0,513,,
3.9999998989515007e-05,32.6624755859375,0,514,,
3.9999998989515007e-05,27.83538246154785,0,515,,
3.9999998989515007e-05,30.83449935913086,0,516,,
3.9999998989515007e-05,27.662864685058594,0,517,,
3.9999998989515007e-05,27.929006576538086,0,518,,
3.9999998989515007e-05,23.630720138549805,0,519,,
3.9999998989515007e-05,30.120676040649414,0,520,,
3.9999998989515007e-05,26.747499465942383,0,521,,
3.9999998989515007e-05,27.65009880065918,0,522,,
3.9999998989515007e-05,28.032777786254883,0,523,,
3.9999998989515007e-05,26.40886116027832,0,524,,
3.9999998989515007e-05,29.655282974243164,0,525,,
3.9999998989515007e-05,28.166654586791992,0,526,,
3.9999998989515007e-05,30.011695861816406,0,527,,
3.9999998989515007e-05,28.565141677856445,0,528,,
3.9999998989515007e-05,26.22373390197754,0,529,,
3.9999998989515007e-05,28.10796356201172,0,530,,
3.9999998989515007e-05,26.411298751831055,0,531,,
3.9999998989515007e-05,31.266342163085938,0,532,,
3.9999998989515007e-05,29.560365676879883,0,533,,
3.9999998989515007e-05,30.2457332611084,0,534,,
3.9999998989515007e-05,29.941879272460938,0,535,,
