loss_train,step,lr,epoch,loss_val_mse,loss_val_nll
16.089651107788086,0,3.9999998989515007e-05,0,,
12.668391227722168,1,3.9999998989515007e-05,0,,
17.530736923217773,2,3.9999998989515007e-05,0,,
14.429515838623047,3,3.9999998989515007e-05,0,,
11.862557411193848,4,3.9999998989515007e-05,0,,
15.104982376098633,5,3.9999998989515007e-05,0,,
12.53313159942627,6,3.9999998989515007e-05,0,,
16.524032592773438,7,3.9999998989515007e-05,0,,
14.279115676879883,8,3.9999998989515007e-05,0,,
13.313444137573242,9,3.9999998989515007e-05,0,,
11.931894302368164,10,3.9999998989515007e-05,0,,
13.36294937133789,11,3.9999998989515007e-05,0,,
11.838440895080566,12,3.9999998989515007e-05,0,,
12.964599609375,13,3.9999998989515007e-05,0,,
12.43363094329834,14,3.9999998989515007e-05,0,,
14.45197868347168,15,3.9999998989515007e-05,0,,
13.965986251831055,16,3.9999998989515007e-05,0,,
11.7601318359375,17,3.9999998989515007e-05,0,,
12.139966011047363,18,3.9999998989515007e-05,0,,
12.075995445251465,19,3.9999998989515007e-05,0,,
8.140515327453613,20,3.9999998989515007e-05,0,,
7.95608377456665,21,3.9999998989515007e-05,0,,
11.892273902893066,22,3.9999998989515007e-05,0,,
12.85928726196289,23,3.9999998989515007e-05,0,,
9.29514217376709,24,3.9999998989515007e-05,0,,
9.28482437133789,25,3.9999998989515007e-05,0,,
10.937223434448242,26,3.9999998989515007e-05,0,,
10.890962600708008,27,3.9999998989515007e-05,0,,
10.795602798461914,28,3.9999998989515007e-05,0,,
6.152167320251465,29,3.9999998989515007e-05,0,,
8.993231773376465,30,3.9999998989515007e-05,0,,
10.496431350708008,31,3.9999998989515007e-05,0,,
7.521181583404541,32,3.9999998989515007e-05,0,,
6.108428955078125,33,3.9999998989515007e-05,0,,
7.370511531829834,34,3.9999998989515007e-05,0,,
6.446919918060303,35,3.9999998989515007e-05,0,,
9.331338882446289,36,3.9999998989515007e-05,0,,
6.459937572479248,37,3.9999998989515007e-05,0,,
9.681842803955078,38,3.9999998989515007e-05,0,,
8.245475769042969,39,3.9999998989515007e-05,0,,
8.169212341308594,40,3.9999998989515007e-05,0,,
7.897180080413818,41,3.9999998989515007e-05,0,,
7.719535827636719,42,3.9999998989515007e-05,0,,
7.13873291015625,43,3.9999998989515007e-05,0,,
7.37061882019043,44,3.9999998989515007e-05,0,,
8.09736442565918,45,3.9999998989515007e-05,0,,
5.247012615203857,46,3.9999998989515007e-05,0,,
7.353104114532471,47,3.9999998989515007e-05,0,,
6.012762546539307,48,3.9999998989515007e-05,0,,
6.752238750457764,49,3.9999998989515007e-05,0,,
5.840945720672607,50,3.9999998989515007e-05,0,,
5.565746307373047,51,3.9999998989515007e-05,0,,
5.375277042388916,52,3.9999998989515007e-05,0,,
6.022868633270264,53,3.9999998989515007e-05,0,,
5.965777397155762,54,3.9999998989515007e-05,0,,
