lr,loss_train,step,epoch,loss_val_nll,loss_val_mse
3.9999998989515007e-05,3832.58056640625,123,0,,
3.9999998989515007e-05,243.36700439453125,124,0,,
3.9999998989515007e-05,1860.96923828125,125,0,,
3.9999998989515007e-05,636.4548950195312,126,0,,
3.9999998989515007e-05,5119.673828125,127,0,,
3.9999998989515007e-05,262.02197265625,128,0,,
3.9999998989515007e-05,9448.5654296875,129,0,,
3.9999998989515007e-05,4566.478515625,130,0,,
3.9999998989515007e-05,912.40478515625,131,0,,
3.9999998989515007e-05,3281.86376953125,132,0,,
3.9999998989515007e-05,3591.354736328125,133,0,,
3.9999998989515007e-05,2635.459228515625,134,0,,
3.9999998989515007e-05,2337.632080078125,135,0,,
3.9999998989515007e-05,4083.700927734375,136,0,,
3.9999998989515007e-05,3032.4638671875,137,0,,
3.9999998989515007e-05,237.35147094726562,138,0,,
3.9999998989515007e-05,1198.3045654296875,139,0,,
3.9999998989515007e-05,2242.607666015625,140,0,,
3.9999998989515007e-05,702.154052734375,141,0,,
3.9999998989515007e-05,2737.964111328125,142,0,,
3.9999998989515007e-05,6696.244140625,143,0,,
3.9999998989515007e-05,3781.703369140625,144,0,,
3.9999998989515007e-05,3111.638916015625,145,0,,
3.9999998989515007e-05,2344.44140625,146,0,,
3.9999998989515007e-05,1994.5184326171875,147,0,,
3.9999998989515007e-05,391.1423645019531,148,0,,
3.9999998989515007e-05,2066.106201171875,149,0,,
3.9999998989515007e-05,1129.604248046875,150,0,,
3.9999998989515007e-05,3276.448486328125,151,0,,
3.9999998989515007e-05,2206.709228515625,152,0,,
3.9999998989515007e-05,2643.042236328125,153,0,,
3.9999998989515007e-05,948.389892578125,154,0,,
3.9999998989515007e-05,962.086669921875,155,0,,
3.9999998989515007e-05,2434.05517578125,156,0,,
3.9999998989515007e-05,2271.94580078125,157,0,,
3.9999998989515007e-05,2499.0546875,158,0,,
3.9999998989515007e-05,3143.643310546875,159,0,,
3.9999998989515007e-05,2203.518310546875,160,0,,
3.9999998989515007e-05,5946.02294921875,161,0,,
3.9999998989515007e-05,4735.53515625,162,0,,
3.9999998989515007e-05,1264.59375,163,0,,
3.9999998989515007e-05,4739.32080078125,164,0,,
3.9999998989515007e-05,2534.184326171875,165,0,,
3.9999998989515007e-05,1042.2547607421875,166,0,,
3.9999998989515007e-05,648.171875,167,0,,
3.9999998989515007e-05,1049.98193359375,168,0,,
3.9999998989515007e-05,4899.01171875,169,0,,
3.9999998989515007e-05,714.1239013671875,170,0,,
3.9999998989515007e-05,841.37451171875,171,0,,
3.9999998989515007e-05,514.9537963867188,172,0,,
3.9999998989515007e-05,1049.9041748046875,173,0,,
3.9999998989515007e-05,806.9534301757812,174,0,,
3.9999998989515007e-05,995.7039794921875,175,0,,
3.9999998989515007e-05,1432.558837890625,176,0,,
3.9999998989515007e-05,805.1760864257812,177,0,,
3.9999998989515007e-05,1793.305908203125,178,0,,
3.9999998989515007e-05,3042.62890625,179,0,,
3.9999998989515007e-05,2297.931884765625,180,0,,
3.9999998989515007e-05,5971.2353515625,181,0,,
3.9999998989515007e-05,3519.72705078125,182,0,,
3.9999998989515007e-05,2266.4404296875,183,0,,
3.9999998989515007e-05,2639.538818359375,184,0,,
3.9999998989515007e-05,716.3240356445312,185,0,,
3.9999998989515007e-05,627.9462890625,186,0,,
3.9999998989515007e-05,2664.92138671875,187,0,,
3.9999998989515007e-05,1147.886962890625,188,0,,
3.9999998989515007e-05,1284.642578125,189,0,,
3.9999998989515007e-05,693.7763061523438,190,0,,
3.9999998989515007e-05,365.6299133300781,191,0,,
3.9999998989515007e-05,857.936279296875,192,0,,
3.9999998989515007e-05,383.19598388671875,193,0,,
3.9999998989515007e-05,1693.7052001953125,194,0,,
3.9999998989515007e-05,1646.446533203125,195,0,,
3.9999998989515007e-05,3549.678955078125,196,0,,
3.9999998989515007e-05,1721.7630615234375,197,0,,
3.9999998989515007e-05,5370.80322265625,198,0,,
3.9999998989515007e-05,767.6627197265625,199,0,,
3.9999998989515007e-05,4065.4658203125,200,0,,
3.9999998989515007e-05,1683.9989013671875,201,0,,
3.9999998989515007e-05,1933.5247802734375,202,0,,
3.9999998989515007e-05,1084.545654296875,203,0,,
3.9999998989515007e-05,497.18896484375,204,0,,
3.9999998989515007e-05,1491.5421142578125,205,0,,
3.9999998989515007e-05,1068.034423828125,206,0,,
3.9999998989515007e-05,1112.3887939453125,207,0,,
3.9999998989515007e-05,2755.160400390625,208,0,,
3.9999998989515007e-05,2175.696044921875,209,0,,
3.9999998989515007e-05,723.2171020507812,210,0,,
3.9999998989515007e-05,1869.2435302734375,211,0,,
3.9999998989515007e-05,791.816162109375,212,0,,
3.9999998989515007e-05,1439.919189453125,213,0,,
3.9999998989515007e-05,804.1089477539062,214,0,,
3.9999998989515007e-05,4532.99267578125,215,0,,
,,215,0,1303.5404052734375,1973.510986328125
4.654657459468581e-05,2118.46630859375,216,1,,
4.654657459468581e-05,2608.597900390625,217,1,,
4.654657459468581e-05,1334.7593994140625,218,1,,
4.654657459468581e-05,692.3355102539062,219,1,,
4.654657459468581e-05,840.5732421875,220,1,,
4.654657459468581e-05,1837.3177490234375,221,1,,
4.654657459468581e-05,3021.00830078125,222,1,,
4.654657459468581e-05,1271.61962890625,223,1,,
4.654657459468581e-05,1850.2552490234375,224,1,,
4.654657459468581e-05,1654.3106689453125,225,1,,
4.654657459468581e-05,455.482666015625,226,1,,
4.654657459468581e-05,1635.1514892578125,227,1,,
4.654657459468581e-05,1378.2841796875,228,1,,
4.654657459468581e-05,1300.4754638671875,229,1,,
4.654657459468581e-05,185.6327667236328,230,1,,
4.654657459468581e-05,1609.8194580078125,231,1,,
4.654657459468581e-05,2435.755126953125,232,1,,
4.654657459468581e-05,3547.646728515625,233,1,,
4.654657459468581e-05,2461.041748046875,234,1,,
4.654657459468581e-05,1825.305908203125,235,1,,
4.654657459468581e-05,1370.65185546875,236,1,,
4.654657459468581e-05,1191.2569580078125,237,1,,
4.654657459468581e-05,945.8358764648438,238,1,,
4.654657459468581e-05,373.81964111328125,239,1,,
4.654657459468581e-05,833.2952270507812,240,1,,
4.654657459468581e-05,1846.607177734375,241,1,,
4.654657459468581e-05,1069.2806396484375,242,1,,
4.654657459468581e-05,1457.338623046875,243,1,,
4.654657459468581e-05,137.2812042236328,244,1,,
4.654657459468581e-05,1445.866943359375,245,1,,
4.654657459468581e-05,1369.7071533203125,246,1,,
4.654657459468581e-05,830.4835815429688,247,1,,
4.654657459468581e-05,1077.400634765625,248,1,,
4.654657459468581e-05,569.8472290039062,249,1,,
4.654657459468581e-05,450.1435546875,250,1,,
4.654657459468581e-05,500.8125,251,1,,
4.654657459468581e-05,306.1084899902344,252,1,,
4.654657459468581e-05,1508.7977294921875,253,1,,
4.654657459468581e-05,1102.6129150390625,254,1,,
4.654657459468581e-05,628.189208984375,255,1,,
4.654657459468581e-05,888.7704467773438,256,1,,
4.654657459468581e-05,632.7467041015625,257,1,,
4.654657459468581e-05,977.3021240234375,258,1,,
4.654657459468581e-05,1492.0958251953125,259,1,,
4.654657459468581e-05,482.0372009277344,260,1,,
4.654657459468581e-05,646.51513671875,261,1,,
4.654657459468581e-05,1160.777099609375,262,1,,
4.654657459468581e-05,781.1707763671875,263,1,,
4.654657459468581e-05,2803.691162109375,264,1,,
4.654657459468581e-05,1164.6260986328125,265,1,,
4.654657459468581e-05,2264.5234375,266,1,,
4.654657459468581e-05,1764.738525390625,267,1,,
4.654657459468581e-05,1034.0806884765625,268,1,,
4.654657459468581e-05,431.62078857421875,269,1,,
4.654657459468581e-05,1907.390625,270,1,,
4.654657459468581e-05,1251.3804931640625,271,1,,
4.654657459468581e-05,642.1661376953125,272,1,,
4.654657459468581e-05,837.7495727539062,273,1,,
4.654657459468581e-05,991.6700439453125,274,1,,
4.654657459468581e-05,949.189208984375,275,1,,
4.654657459468581e-05,1117.6453857421875,276,1,,
4.654657459468581e-05,734.0802001953125,277,1,,
4.654657459468581e-05,328.719970703125,278,1,,
4.654657459468581e-05,2007.98486328125,279,1,,
4.654657459468581e-05,1052.4188232421875,280,1,,
4.654657459468581e-05,2342.6591796875,281,1,,
4.654657459468581e-05,526.247314453125,282,1,,
4.654657459468581e-05,179.84080505371094,283,1,,
4.654657459468581e-05,138.36669921875,284,1,,
4.654657459468581e-05,460.1912536621094,285,1,,
4.654657459468581e-05,420.9053649902344,286,1,,
4.654657459468581e-05,167.51065063476562,287,1,,
4.654657459468581e-05,291.1191711425781,288,1,,
4.654657459468581e-05,665.8582153320312,289,1,,
4.654657459468581e-05,200.90835571289062,290,1,,
4.654657459468581e-05,615.2147827148438,291,1,,
4.654657459468581e-05,770.1826782226562,292,1,,
4.654657459468581e-05,784.5972290039062,293,1,,
4.654657459468581e-05,447.221923828125,294,1,,
4.654657459468581e-05,1321.355224609375,295,1,,
4.654657459468581e-05,917.7484741210938,296,1,,
4.654657459468581e-05,723.3746948242188,297,1,,
4.654657459468581e-05,526.0112915039062,298,1,,
4.654657459468581e-05,455.1547546386719,299,1,,
4.654657459468581e-05,882.5015869140625,300,1,,
4.654657459468581e-05,335.67816162109375,301,1,,
4.654657459468581e-05,160.294677734375,302,1,,
4.654657459468581e-05,297.3758239746094,303,1,,
4.654657459468581e-05,862.2728271484375,304,1,,
4.654657459468581e-05,1112.4552001953125,305,1,,
4.654657459468581e-05,399.58209228515625,306,1,,
4.654657459468581e-05,770.8035888671875,307,1,,
4.654657459468581e-05,237.6519775390625,308,1,,
4.654657459468581e-05,223.9620819091797,309,1,,
4.654657459468581e-05,391.4003601074219,310,1,,
4.654657459468581e-05,1698.385986328125,311,1,,
4.654657459468581e-05,2229.3134765625,312,1,,
4.654657459468581e-05,1102.484130859375,313,1,,
4.654657459468581e-05,338.30535888671875,314,1,,
4.654657459468581e-05,939.3460693359375,315,1,,
4.654657459468581e-05,397.8118896484375,316,1,,
4.654657459468581e-05,158.6014404296875,317,1,,
4.654657459468581e-05,1595.8121337890625,318,1,,
4.654657459468581e-05,133.01873779296875,319,1,,
4.654657459468581e-05,165.94708251953125,320,1,,
4.654657459468581e-05,2036.4521484375,321,1,,
4.654657459468581e-05,1378.0323486328125,322,1,,
4.654657459468581e-05,1123.88232421875,323,1,,
4.654657459468581e-05,277.0625,324,1,,
4.654657459468581e-05,1386.7977294921875,325,1,,
4.654657459468581e-05,1530.8660888671875,326,1,,
4.654657459468581e-05,189.69459533691406,327,1,,
4.654657459468581e-05,2467.294189453125,328,1,,
4.654657459468581e-05,457.4456787109375,329,1,,
4.654657459468581e-05,360.5518493652344,330,1,,
4.654657459468581e-05,368.6363525390625,331,1,,
4.654657459468581e-05,770.7236328125,332,1,,
4.654657459468581e-05,281.4170837402344,333,1,,
4.654657459468581e-05,230.99310302734375,334,1,,
4.654657459468581e-05,284.188720703125,335,1,,
4.654657459468581e-05,935.6098022460938,336,1,,
4.654657459468581e-05,235.3362579345703,337,1,,
4.654657459468581e-05,1209.596435546875,338,1,,
4.654657459468581e-05,1793.4871826171875,339,1,,
4.654657459468581e-05,759.9677124023438,340,1,,
4.654657459468581e-05,345.9317932128906,341,1,,
4.654657459468581e-05,1368.1307373046875,342,1,,
4.654657459468581e-05,273.28497314453125,343,1,,
4.654657459468581e-05,195.2163848876953,344,1,,
4.654657459468581e-05,99.962158203125,345,1,,
4.654657459468581e-05,1018.22119140625,346,1,,
4.654657459468581e-05,1161.7794189453125,347,1,,
4.654657459468581e-05,721.77490234375,348,1,,
4.654657459468581e-05,2383.019775390625,349,1,,
4.654657459468581e-05,936.875,350,1,,
4.654657459468581e-05,185.53164672851562,351,1,,
4.654657459468581e-05,1082.7279052734375,352,1,,
4.654657459468581e-05,1069.6790771484375,353,1,,
4.654657459468581e-05,1958.4658203125,354,1,,
4.654657459468581e-05,819.135986328125,355,1,,
4.654657459468581e-05,323.92449951171875,356,1,,
4.654657459468581e-05,177.89498901367188,357,1,,
4.654657459468581e-05,1199.22900390625,358,1,,
4.654657459468581e-05,943.1959838867188,359,1,,
4.654657459468581e-05,350.91302490234375,360,1,,
4.654657459468581e-05,234.29403686523438,361,1,,
4.654657459468581e-05,842.362060546875,362,1,,
4.654657459468581e-05,273.21771240234375,363,1,,
4.654657459468581e-05,937.0381469726562,364,1,,
4.654657459468581e-05,299.02923583984375,365,1,,
4.654657459468581e-05,217.4522247314453,366,1,,
4.654657459468581e-05,289.49041748046875,367,1,,
4.654657459468581e-05,323.94390869140625,368,1,,
4.654657459468581e-05,838.3856201171875,369,1,,
4.654657459468581e-05,1035.4798583984375,370,1,,
4.654657459468581e-05,1758.2257080078125,371,1,,
4.654657459468581e-05,716.78759765625,372,1,,
4.654657459468581e-05,391.8511047363281,373,1,,
4.654657459468581e-05,1145.650634765625,374,1,,
4.654657459468581e-05,1372.994140625,375,1,,
4.654657459468581e-05,1104.4970703125,376,1,,
4.654657459468581e-05,307.05755615234375,377,1,,
4.654657459468581e-05,437.9250183105469,378,1,,
4.654657459468581e-05,871.9298095703125,379,1,,
4.654657459468581e-05,190.38912963867188,380,1,,
4.654657459468581e-05,1771.8082275390625,381,1,,
4.654657459468581e-05,1214.18798828125,382,1,,
4.654657459468581e-05,385.3031921386719,383,1,,
4.654657459468581e-05,2839.071533203125,384,1,,
4.654657459468581e-05,892.9078369140625,385,1,,
4.654657459468581e-05,330.2931823730469,386,1,,
4.654657459468581e-05,165.00148010253906,387,1,,
4.654657459468581e-05,1651.0009765625,388,1,,
4.654657459468581e-05,881.4044189453125,389,1,,
4.654657459468581e-05,212.11151123046875,390,1,,
4.654657459468581e-05,233.8928680419922,391,1,,
4.654657459468581e-05,230.39817810058594,392,1,,
4.654657459468581e-05,800.4526977539062,393,1,,
4.654657459468581e-05,264.8288879394531,394,1,,
4.654657459468581e-05,192.64114379882812,395,1,,
4.654657459468581e-05,2272.792236328125,396,1,,
4.654657459468581e-05,741.7108764648438,397,1,,
4.654657459468581e-05,122.03922271728516,398,1,,
4.654657459468581e-05,177.5062713623047,399,1,,
4.654657459468581e-05,536.696533203125,400,1,,
4.654657459468581e-05,2588.057861328125,401,1,,
4.654657459468581e-05,751.7877807617188,402,1,,
4.654657459468581e-05,982.36669921875,403,1,,
4.654657459468581e-05,118.81138610839844,404,1,,
4.654657459468581e-05,1645.9520263671875,405,1,,
4.654657459468581e-05,101.96095275878906,406,1,,
4.654657459468581e-05,841.7281494140625,407,1,,
4.654657459468581e-05,833.0468139648438,408,1,,
4.654657459468581e-05,319.9735412597656,409,1,,
4.654657459468581e-05,254.2643280029297,410,1,,
4.654657459468581e-05,351.39544677734375,411,1,,
4.654657459468581e-05,800.9099731445312,412,1,,
4.654657459468581e-05,944.5339965820312,413,1,,
4.654657459468581e-05,1105.8310546875,414,1,,
4.654657459468581e-05,249.77383422851562,415,1,,
4.654657459468581e-05,665.8969116210938,416,1,,
4.654657459468581e-05,992.0135498046875,417,1,,
4.654657459468581e-05,156.6565704345703,418,1,,
4.654657459468581e-05,380.2329406738281,419,1,,
4.654657459468581e-05,163.18695068359375,420,1,,
4.654657459468581e-05,630.6033935546875,421,1,,
4.654657459468581e-05,1851.00048828125,422,1,,
4.654657459468581e-05,751.893798828125,423,1,,
4.654657459468581e-05,795.7681274414062,424,1,,
4.654657459468581e-05,560.8923950195312,425,1,,
4.654657459468581e-05,1764.77294921875,426,1,,
4.654657459468581e-05,424.9163513183594,427,1,,
4.654657459468581e-05,129.11683654785156,428,1,,
4.654657459468581e-05,523.0634765625,429,1,,
4.654657459468581e-05,885.0991821289062,430,1,,
4.654657459468581e-05,409.7930908203125,431,1,,
,,431,1,525.256591796875,1670.1162109375
6.600772758247331e-05,536.1212158203125,432,2,,
6.600772758247331e-05,298.0688171386719,433,2,,
6.600772758247331e-05,870.6716918945312,434,2,,
6.600772758247331e-05,335.25164794921875,435,2,,
6.600772758247331e-05,434.5179138183594,436,2,,
6.600772758247331e-05,1136.9315185546875,437,2,,
6.600772758247331e-05,694.831787109375,438,2,,
6.600772758247331e-05,446.09588623046875,439,2,,
6.600772758247331e-05,886.2587890625,440,2,,
6.600772758247331e-05,353.3516540527344,441,2,,
6.600772758247331e-05,1427.2733154296875,442,2,,
6.600772758247331e-05,154.80545043945312,443,2,,
6.600772758247331e-05,295.32684326171875,444,2,,
6.600772758247331e-05,206.6050567626953,445,2,,
6.600772758247331e-05,271.6328125,446,2,,
6.600772758247331e-05,1294.181640625,447,2,,
6.600772758247331e-05,446.044921875,448,2,,
6.600772758247331e-05,784.1792602539062,449,2,,
6.600772758247331e-05,1622.208251953125,450,2,,
6.600772758247331e-05,162.93765258789062,451,2,,
6.600772758247331e-05,270.2988586425781,452,2,,
6.600772758247331e-05,1345.6859130859375,453,2,,
6.600772758247331e-05,240.6156768798828,454,2,,
6.600772758247331e-05,625.9061889648438,455,2,,
6.600772758247331e-05,539.5157470703125,456,2,,
6.600772758247331e-05,2905.215576171875,457,2,,
6.600772758247331e-05,677.7672119140625,458,2,,
6.600772758247331e-05,152.50018310546875,459,2,,
6.600772758247331e-05,241.6787567138672,460,2,,
6.600772758247331e-05,247.86268615722656,461,2,,
6.600772758247331e-05,135.97438049316406,462,2,,
6.600772758247331e-05,172.9963836669922,463,2,,
6.600772758247331e-05,289.5128479003906,464,2,,
6.600772758247331e-05,413.8583984375,465,2,,
6.600772758247331e-05,808.4627685546875,466,2,,
6.600772758247331e-05,517.85888671875,467,2,,
6.600772758247331e-05,656.3024291992188,468,2,,
6.600772758247331e-05,703.9573974609375,469,2,,
6.600772758247331e-05,420.3809509277344,470,2,,
6.600772758247331e-05,241.8800048828125,471,2,,
6.600772758247331e-05,127.54491424560547,472,2,,
6.600772758247331e-05,785.9738159179688,473,2,,
6.600772758247331e-05,579.5239868164062,474,2,,
6.600772758247331e-05,213.21595764160156,475,2,,
6.600772758247331e-05,164.6634979248047,476,2,,
6.600772758247331e-05,1353.2578125,477,2,,
6.600772758247331e-05,1246.65673828125,478,2,,
6.600772758247331e-05,783.917236328125,479,2,,
6.600772758247331e-05,1071.9444580078125,480,2,,
6.600772758247331e-05,526.8591918945312,481,2,,
6.600772758247331e-05,799.89111328125,482,2,,
6.600772758247331e-05,543.6935424804688,483,2,,
6.600772758247331e-05,171.1995391845703,484,2,,
6.600772758247331e-05,210.5926055908203,485,2,,
6.600772758247331e-05,214.543212890625,486,2,,
6.600772758247331e-05,223.4612579345703,487,2,,
6.600772758247331e-05,172.09567260742188,488,2,,
6.600772758247331e-05,938.4306640625,489,2,,
6.600772758247331e-05,355.6064147949219,490,2,,
6.600772758247331e-05,370.0837707519531,491,2,,
6.600772758247331e-05,287.7225646972656,492,2,,
6.600772758247331e-05,453.5105285644531,493,2,,
6.600772758247331e-05,777.4598999023438,494,2,,
6.600772758247331e-05,126.74781799316406,495,2,,
6.600772758247331e-05,192.45977783203125,496,2,,
6.600772758247331e-05,175.77613830566406,497,2,,
6.600772758247331e-05,747.66650390625,498,2,,
6.600772758247331e-05,999.4305419921875,499,2,,
6.600772758247331e-05,112.90885925292969,500,2,,
6.600772758247331e-05,1323.2574462890625,501,2,,
6.600772758247331e-05,694.4608764648438,502,2,,
6.600772758247331e-05,502.041259765625,503,2,,
6.600772758247331e-05,290.08135986328125,504,2,,
6.600772758247331e-05,438.426513671875,505,2,,
6.600772758247331e-05,190.07321166992188,506,2,,
6.600772758247331e-05,155.4049835205078,507,2,,
6.600772758247331e-05,165.1809844970703,508,2,,
6.600772758247331e-05,146.15121459960938,509,2,,
6.600772758247331e-05,698.9853515625,510,2,,
6.600772758247331e-05,763.9304809570312,511,2,,
6.600772758247331e-05,679.844482421875,512,2,,
6.600772758247331e-05,173.96376037597656,513,2,,
6.600772758247331e-05,178.6472930908203,514,2,,
6.600772758247331e-05,188.0363006591797,515,2,,
6.600772758247331e-05,893.1900024414062,516,2,,
6.600772758247331e-05,1692.6754150390625,517,2,,
6.600772758247331e-05,1253.382568359375,518,2,,
6.600772758247331e-05,177.27297973632812,519,2,,
6.600772758247331e-05,1385.8331298828125,520,2,,
6.600772758247331e-05,213.97508239746094,521,2,,
6.600772758247331e-05,403.1922912597656,522,2,,
6.600772758247331e-05,568.90234375,523,2,,
6.600772758247331e-05,223.87916564941406,524,2,,
6.600772758247331e-05,896.6544189453125,525,2,,
6.600772758247331e-05,163.31239318847656,526,2,,
6.600772758247331e-05,537.1320190429688,527,2,,
6.600772758247331e-05,95.99343872070312,528,2,,
6.600772758247331e-05,241.0052947998047,529,2,,
6.600772758247331e-05,392.8016662597656,530,2,,
6.600772758247331e-05,612.6749267578125,531,2,,
6.600772758247331e-05,210.26478576660156,532,2,,
6.600772758247331e-05,402.4369812011719,533,2,,
6.600772758247331e-05,489.7685546875,534,2,,
6.600772758247331e-05,193.40576171875,535,2,,
6.600772758247331e-05,339.5403137207031,536,2,,
6.600772758247331e-05,106.15718841552734,537,2,,
6.600772758247331e-05,447.2746887207031,538,2,,
6.600772758247331e-05,326.6097412109375,539,2,,
6.600772758247331e-05,358.14324951171875,540,2,,
6.600772758247331e-05,307.3905334472656,541,2,,
6.600772758247331e-05,185.71463012695312,542,2,,
6.600772758247331e-05,283.38116455078125,543,2,,
6.600772758247331e-05,1281.7852783203125,544,2,,
6.600772758247331e-05,519.1019287109375,545,2,,
6.600772758247331e-05,1307.1409912109375,546,2,,
6.600772758247331e-05,109.47958374023438,547,2,,
6.600772758247331e-05,791.1134643554688,548,2,,
6.600772758247331e-05,217.09400939941406,549,2,,
