loss_train,step,epoch,lr,loss_val_nll,loss_val_mse
15.943082809448242,0,0,3.9999998989515007e-05,,
12.595463752746582,1,0,3.9999998989515007e-05,,
17.397306442260742,2,0,3.9999998989515007e-05,,
14.2826509475708,3,0,3.9999998989515007e-05,,
11.726869583129883,4,0,3.9999998989515007e-05,,
14.957703590393066,5,0,3.9999998989515007e-05,,
12.296513557434082,6,0,3.9999998989515007e-05,,
16.25571632385254,7,0,3.9999998989515007e-05,,
13.934288024902344,8,0,3.9999998989515007e-05,,
12.92553424835205,9,0,3.9999998989515007e-05,,
11.529641151428223,10,0,3.9999998989515007e-05,,
12.827353477478027,11,0,3.9999998989515007e-05,,
11.345398902893066,12,0,3.9999998989515007e-05,,
12.690509796142578,13,0,3.9999998989515007e-05,,
11.875666618347168,14,0,3.9999998989515007e-05,,
13.9881591796875,15,0,3.9999998989515007e-05,,
13.587127685546875,16,0,3.9999998989515007e-05,,
11.388389587402344,17,0,3.9999998989515007e-05,,
11.77193546295166,18,0,3.9999998989515007e-05,,
11.78148365020752,19,0,3.9999998989515007e-05,,
7.2903733253479,20,0,3.9999998989515007e-05,,
7.313682556152344,21,0,3.9999998989515007e-05,,
11.46051025390625,22,0,3.9999998989515007e-05,,
12.401860237121582,23,0,3.9999998989515007e-05,,
8.803201675415039,24,0,3.9999998989515007e-05,,
9.022859573364258,25,0,3.9999998989515007e-05,,
10.433107376098633,26,0,3.9999998989515007e-05,,
10.632966041564941,27,0,3.9999998989515007e-05,,
10.578229904174805,28,0,3.9999998989515007e-05,,
5.8991875648498535,29,0,3.9999998989515007e-05,,
8.742213249206543,30,0,3.9999998989515007e-05,,
10.34088134765625,31,0,3.9999998989515007e-05,,
7.333329200744629,32,0,3.9999998989515007e-05,,
5.977014064788818,33,0,3.9999998989515007e-05,,
7.206752777099609,34,0,3.9999998989515007e-05,,
6.340289115905762,35,0,3.9999998989515007e-05,,
9.238615036010742,36,0,3.9999998989515007e-05,,
6.377474308013916,37,0,3.9999998989515007e-05,,
9.599959373474121,38,0,3.9999998989515007e-05,,
8.17514419555664,39,0,3.9999998989515007e-05,,
8.090320587158203,40,0,3.9999998989515007e-05,,
7.798360347747803,41,0,3.9999998989515007e-05,,
7.621072292327881,42,0,3.9999998989515007e-05,,
7.077329158782959,43,0,3.9999998989515007e-05,,
7.320202350616455,44,0,3.9999998989515007e-05,,
8.025801658630371,45,0,3.9999998989515007e-05,,
5.215579509735107,46,0,3.9999998989515007e-05,,
7.320389270782471,47,0,3.9999998989515007e-05,,
5.9821343421936035,48,0,3.9999998989515007e-05,,
6.72967529296875,49,0,3.9999998989515007e-05,,
5.805174827575684,50,0,3.9999998989515007e-05,,
5.5472307205200195,51,0,3.9999998989515007e-05,,
5.379252910614014,52,0,3.9999998989515007e-05,,
5.99556303024292,53,0,3.9999998989515007e-05,,
5.950682163238525,54,0,3.9999998989515007e-05,,
7.1081223487854,55,0,3.9999998989515007e-05,,
4.451226234436035,56,0,3.9999998989515007e-05,,
4.897787570953369,57,0,3.9999998989515007e-05,,
5.807942867279053,58,0,3.9999998989515007e-05,,
6.628987789154053,59,0,3.9999998989515007e-05,,
6.749935150146484,60,0,3.9999998989515007e-05,,
6.49528694152832,61,0,3.9999998989515007e-05,,
6.952260494232178,62,0,3.9999998989515007e-05,,
6.843513011932373,63,0,3.9999998989515007e-05,,
5.381407260894775,64,0,3.9999998989515007e-05,,
5.5263237953186035,65,0,3.9999998989515007e-05,,
5.301063060760498,66,0,3.9999998989515007e-05,,
6.901784420013428,67,0,3.9999998989515007e-05,,
5.262109756469727,68,0,3.9999998989515007e-05,,
3.5874321460723877,69,0,3.9999998989515007e-05,,
6.113336086273193,70,0,3.9999998989515007e-05,,
5.547161102294922,71,0,3.9999998989515007e-05,,
5.803958415985107,72,0,3.9999998989515007e-05,,
5.869924068450928,73,0,3.9999998989515007e-05,,
3.846224308013916,74,0,3.9999998989515007e-05,,
5.361047744750977,75,0,3.9999998989515007e-05,,
4.265413284301758,76,0,3.9999998989515007e-05,,
5.140383720397949,77,0,3.9999998989515007e-05,,
4.668720722198486,78,0,3.9999998989515007e-05,,
3.3679935932159424,79,0,3.9999998989515007e-05,,
5.269388198852539,80,0,3.9999998989515007e-05,,
3.4055843353271484,81,0,3.9999998989515007e-05,,
4.65144681930542,82,0,3.9999998989515007e-05,,
3.9740796089172363,83,0,3.9999998989515007e-05,,
3.366132974624634,84,0,3.9999998989515007e-05,,
3.9040000438690186,85,0,3.9999998989515007e-05,,
5.050509929656982,86,0,3.9999998989515007e-05,,
5.150038719177246,87,0,3.9999998989515007e-05,,
3.6098875999450684,88,0,3.9999998989515007e-05,,
4.426774024963379,89,0,3.9999998989515007e-05,,
3.648221254348755,90,0,3.9999998989515007e-05,,
2.260852336883545,91,0,3.9999998989515007e-05,,
5.175576210021973,92,0,3.9999998989515007e-05,,
4.223584175109863,93,0,3.9999998989515007e-05,,
4.620060920715332,94,0,3.9999998989515007e-05,,
4.221370220184326,95,0,3.9999998989515007e-05,,
5.142994403839111,96,0,3.9999998989515007e-05,,
4.442348003387451,97,0,3.9999998989515007e-05,,
5.277618408203125,98,0,3.9999998989515007e-05,,
